annotation_id,substantive_target_discourse,clinical_frame_present,lived_experience_frame_present,confidence,source_file,derived_frame
llm_train_01550,True,False,True,high,annotator_batch_021.jsonl,lived_only
llm_train_01551,True,True,False,medium,annotator_batch_021.jsonl,clinical_only
llm_train_01552,True,True,False,high,annotator_batch_021.jsonl,clinical_only
llm_train_01553,False,,,medium,annotator_batch_021.jsonl,non_substantive_or_insufficient
llm_train_01554,False,,,high,annotator_batch_021.jsonl,non_substantive_or_insufficient
llm_train_01555,True,True,False,high,annotator_batch_021.jsonl,clinical_only
llm_train_01556,False,,,high,annotator_batch_021.jsonl,non_substantive_or_insufficient
llm_train_01557,True,True,False,high,annotator_batch_021.jsonl,clinical_only
llm_train_01558,True,False,False,high,annotator_batch_021.jsonl,substantive_other
llm_train_01559,True,True,False,medium,annotator_batch_021.jsonl,clinical_only
llm_train_01560,False,,,high,annotator_batch_021.jsonl,non_substantive_or_insufficient
llm_train_01561,True,True,False,high,annotator_batch_021.jsonl,clinical_only
llm_train_01562,True,True,True,medium,annotator_batch_021.jsonl,mixed
llm_train_01563,False,,,high,annotator_batch_021.jsonl,non_substantive_or_insufficient
llm_train_01564,False,,,high,annotator_batch_021.jsonl,non_substantive_or_insufficient
llm_train_01565,True,True,False,high,annotator_batch_021.jsonl,clinical_only
llm_train_01566,True,True,False,high,annotator_batch_021.jsonl,clinical_only
llm_train_01567,True,False,True,high,annotator_batch_021.jsonl,lived_only
llm_train_01568,True,False,True,high,annotator_batch_021.jsonl,lived_only
llm_train_01569,False,,,high,annotator_batch_021.jsonl,non_substantive_or_insufficient
llm_train_01570,True,False,True,high,annotator_batch_021.jsonl,lived_only
llm_train_01571,True,False,True,medium,annotator_batch_021.jsonl,lived_only
llm_train_01572,True,True,False,high,annotator_batch_021.jsonl,clinical_only
llm_train_01573,True,False,True,high,annotator_batch_021.jsonl,lived_only
llm_train_01574,True,False,True,high,annotator_batch_021.jsonl,lived_only
llm_train_01575,True,True,False,high,annotator_batch_021.jsonl,clinical_only
llm_train_01576,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01577,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01578,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01579,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01580,True,False,True,high,annotator_batch_022.jsonl,lived_only
llm_train_01581,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01582,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01583,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01584,True,False,True,medium,annotator_batch_022.jsonl,lived_only
llm_train_01585,True,True,False,medium,annotator_batch_022.jsonl,clinical_only
llm_train_01586,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01587,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01588,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01589,True,True,False,medium,annotator_batch_022.jsonl,clinical_only
llm_train_01590,True,False,True,high,annotator_batch_022.jsonl,lived_only
llm_train_01591,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01592,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01593,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01594,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01595,True,True,False,medium,annotator_batch_022.jsonl,clinical_only
llm_train_01596,True,False,True,high,annotator_batch_022.jsonl,lived_only
llm_train_01597,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01598,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01599,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01600,False,,,medium,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01601,True,False,True,high,annotator_batch_022.jsonl,lived_only
llm_train_01602,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01603,True,False,True,medium,annotator_batch_022.jsonl,lived_only
llm_train_01604,True,False,True,high,annotator_batch_022.jsonl,lived_only
llm_train_01605,True,False,True,high,annotator_batch_022.jsonl,lived_only
llm_train_01606,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01607,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01608,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01609,True,False,True,high,annotator_batch_022.jsonl,lived_only
llm_train_01610,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01611,True,False,True,high,annotator_batch_022.jsonl,lived_only
llm_train_01612,False,,,medium,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01613,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01614,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01615,True,False,True,high,annotator_batch_022.jsonl,lived_only
llm_train_01616,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01617,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01618,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01619,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01620,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01621,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01622,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01623,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01624,False,,,medium,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01625,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01626,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01627,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01628,True,False,True,high,annotator_batch_022.jsonl,lived_only
llm_train_01629,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01630,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01631,True,True,False,medium,annotator_batch_022.jsonl,clinical_only
llm_train_01632,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01633,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01634,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01635,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01636,True,False,True,medium,annotator_batch_022.jsonl,lived_only
llm_train_01637,True,True,False,medium,annotator_batch_022.jsonl,clinical_only
llm_train_01638,True,True,True,high,annotator_batch_022.jsonl,mixed
llm_train_01639,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01640,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01641,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01642,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01643,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01644,True,True,False,medium,annotator_batch_022.jsonl,clinical_only
llm_train_01645,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01646,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01647,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01648,True,True,False,high,annotator_batch_022.jsonl,clinical_only
llm_train_01649,False,,,high,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01650,False,,,medium,annotator_batch_022.jsonl,non_substantive_or_insufficient
llm_train_01651,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01652,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01653,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01654,True,False,True,high,annotator_batch_023.jsonl,lived_only
llm_train_01655,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01656,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01657,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01658,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01659,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01660,True,False,True,medium,annotator_batch_023.jsonl,lived_only
llm_train_01661,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01662,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01663,True,True,True,medium,annotator_batch_023.jsonl,mixed
llm_train_01664,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01665,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01666,True,True,True,high,annotator_batch_023.jsonl,mixed
llm_train_01667,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01668,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01669,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01670,True,False,True,medium,annotator_batch_023.jsonl,lived_only
llm_train_01671,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01672,True,True,True,high,annotator_batch_023.jsonl,mixed
llm_train_01673,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01674,False,,,medium,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01675,True,False,True,high,annotator_batch_023.jsonl,lived_only
llm_train_01676,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01677,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01678,True,False,True,medium,annotator_batch_023.jsonl,lived_only
llm_train_01679,True,False,True,high,annotator_batch_023.jsonl,lived_only
llm_train_01680,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01681,True,True,False,medium,annotator_batch_023.jsonl,clinical_only
llm_train_01682,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01683,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01684,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01685,False,,,medium,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01686,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01687,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01688,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01689,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01690,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01691,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01692,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01693,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01694,True,True,True,medium,annotator_batch_023.jsonl,mixed
llm_train_01695,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01696,False,,,medium,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01697,True,False,True,high,annotator_batch_023.jsonl,lived_only
llm_train_01698,True,False,True,medium,annotator_batch_023.jsonl,lived_only
llm_train_01699,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01700,True,False,True,high,annotator_batch_023.jsonl,lived_only
llm_train_01701,True,False,True,high,annotator_batch_023.jsonl,lived_only
llm_train_01702,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01703,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01704,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01705,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01706,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01707,True,True,True,high,annotator_batch_023.jsonl,mixed
llm_train_01708,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01709,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01710,True,True,False,medium,annotator_batch_023.jsonl,clinical_only
llm_train_01711,True,False,True,high,annotator_batch_023.jsonl,lived_only
llm_train_01712,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01713,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01714,True,True,True,high,annotator_batch_023.jsonl,mixed
llm_train_01715,True,True,True,high,annotator_batch_023.jsonl,mixed
llm_train_01716,True,False,True,high,annotator_batch_023.jsonl,lived_only
llm_train_01717,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01718,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01719,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01720,True,True,False,medium,annotator_batch_023.jsonl,clinical_only
llm_train_01721,True,True,False,medium,annotator_batch_023.jsonl,clinical_only
llm_train_01722,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01723,True,True,False,high,annotator_batch_023.jsonl,clinical_only
llm_train_01724,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01725,False,,,high,annotator_batch_023.jsonl,non_substantive_or_insufficient
llm_train_01726,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01727,True,True,False,medium,annotator_batch_024.jsonl,clinical_only
llm_train_01728,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01729,True,False,True,medium,annotator_batch_024.jsonl,lived_only
llm_train_01730,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01731,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01732,True,False,True,medium,annotator_batch_024.jsonl,lived_only
llm_train_01733,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01734,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01735,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01736,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01737,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01738,True,True,False,medium,annotator_batch_024.jsonl,clinical_only
llm_train_01739,True,True,False,medium,annotator_batch_024.jsonl,clinical_only
llm_train_01740,True,False,True,medium,annotator_batch_024.jsonl,lived_only
llm_train_01741,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01742,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01743,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01744,False,,,medium,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01745,False,,,medium,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01746,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01747,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01748,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01749,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01750,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01751,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01752,True,True,False,medium,annotator_batch_024.jsonl,clinical_only
llm_train_01753,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01754,True,False,True,medium,annotator_batch_024.jsonl,lived_only
llm_train_01755,True,True,True,medium,annotator_batch_024.jsonl,mixed
llm_train_01756,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01757,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01758,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01759,True,True,False,medium,annotator_batch_024.jsonl,clinical_only
llm_train_01760,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01761,False,,,medium,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01762,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01763,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01764,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01765,True,False,True,high,annotator_batch_024.jsonl,lived_only
llm_train_01766,False,,,medium,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01767,False,,,medium,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01768,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01769,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01770,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01771,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01772,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01773,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01774,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01775,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01776,True,True,False,medium,annotator_batch_024.jsonl,clinical_only
llm_train_01777,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01778,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01779,True,True,True,medium,annotator_batch_024.jsonl,mixed
llm_train_01780,True,False,True,high,annotator_batch_024.jsonl,lived_only
llm_train_01781,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01782,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01783,True,False,True,high,annotator_batch_024.jsonl,lived_only
llm_train_01784,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01785,False,,,medium,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01786,True,False,True,high,annotator_batch_024.jsonl,lived_only
llm_train_01787,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01788,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01789,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01790,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01791,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01792,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01793,True,True,True,medium,annotator_batch_024.jsonl,mixed
llm_train_01794,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01795,True,False,True,high,annotator_batch_024.jsonl,lived_only
llm_train_01796,True,False,True,high,annotator_batch_024.jsonl,lived_only
llm_train_01797,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01798,True,True,False,high,annotator_batch_024.jsonl,clinical_only
llm_train_01799,True,True,True,medium,annotator_batch_024.jsonl,mixed
llm_train_01800,False,,,high,annotator_batch_024.jsonl,non_substantive_or_insufficient
llm_train_01801,True,True,False,medium,annotator_batch_025.jsonl,clinical_only
llm_train_01802,True,True,False,medium,annotator_batch_025.jsonl,clinical_only
llm_train_01803,True,False,True,high,annotator_batch_025.jsonl,lived_only
llm_train_01804,False,,,medium,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01805,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01806,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01807,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01808,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01809,True,True,True,medium,annotator_batch_025.jsonl,mixed
llm_train_01810,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01811,True,False,True,medium,annotator_batch_025.jsonl,lived_only
llm_train_01812,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01813,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01814,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01815,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01816,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01817,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01818,True,True,True,medium,annotator_batch_025.jsonl,mixed
llm_train_01819,True,False,True,high,annotator_batch_025.jsonl,lived_only
llm_train_01820,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01821,False,,,medium,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01822,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01823,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01824,True,False,True,high,annotator_batch_025.jsonl,lived_only
llm_train_01825,True,True,False,medium,annotator_batch_025.jsonl,clinical_only
llm_train_01826,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01827,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01828,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01829,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01830,False,,,medium,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01831,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01832,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01833,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01834,True,False,True,high,annotator_batch_025.jsonl,lived_only
llm_train_01835,True,False,True,medium,annotator_batch_025.jsonl,lived_only
llm_train_01836,True,False,True,high,annotator_batch_025.jsonl,lived_only
llm_train_01837,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01838,False,,,medium,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01839,True,False,True,high,annotator_batch_025.jsonl,lived_only
llm_train_01840,True,True,True,medium,annotator_batch_025.jsonl,mixed
llm_train_01841,True,False,True,high,annotator_batch_025.jsonl,lived_only
llm_train_01842,True,False,True,medium,annotator_batch_025.jsonl,lived_only
llm_train_01843,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01844,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01845,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01846,False,,,medium,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01847,True,False,True,medium,annotator_batch_025.jsonl,lived_only
llm_train_01848,False,,,medium,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01849,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01850,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01851,True,True,False,medium,annotator_batch_025.jsonl,clinical_only
llm_train_01852,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01853,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01854,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01855,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01856,False,,,medium,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01857,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01858,True,True,True,medium,annotator_batch_025.jsonl,mixed
llm_train_01859,True,False,True,high,annotator_batch_025.jsonl,lived_only
llm_train_01860,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01861,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01862,True,False,True,medium,annotator_batch_025.jsonl,lived_only
llm_train_01863,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01864,True,False,False,medium,annotator_batch_025.jsonl,substantive_other
llm_train_01865,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01866,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01867,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01868,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01869,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01870,False,,,high,annotator_batch_025.jsonl,non_substantive_or_insufficient
llm_train_01871,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01872,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01873,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01874,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01875,True,True,False,high,annotator_batch_025.jsonl,clinical_only
llm_train_01876,True,True,True,high,annotator_batch_026.jsonl,mixed
llm_train_01877,True,False,True,high,annotator_batch_026.jsonl,lived_only
llm_train_01878,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01879,True,False,True,high,annotator_batch_026.jsonl,lived_only
llm_train_01880,True,True,False,medium,annotator_batch_026.jsonl,clinical_only
llm_train_01881,True,True,False,high,annotator_batch_026.jsonl,clinical_only
llm_train_01882,True,False,True,high,annotator_batch_026.jsonl,lived_only
llm_train_01883,True,True,False,high,annotator_batch_026.jsonl,clinical_only
llm_train_01884,True,False,True,high,annotator_batch_026.jsonl,lived_only
llm_train_01885,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01886,True,False,False,medium,annotator_batch_026.jsonl,substantive_other
llm_train_01887,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01888,True,True,True,high,annotator_batch_026.jsonl,mixed
llm_train_01889,True,True,False,high,annotator_batch_026.jsonl,clinical_only
llm_train_01890,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01891,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01892,True,True,False,high,annotator_batch_026.jsonl,clinical_only
llm_train_01893,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01894,True,True,False,medium,annotator_batch_026.jsonl,clinical_only
llm_train_01895,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01896,True,True,True,high,annotator_batch_026.jsonl,mixed
llm_train_01897,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01898,True,True,False,high,annotator_batch_026.jsonl,clinical_only
llm_train_01899,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01900,True,False,True,medium,annotator_batch_026.jsonl,lived_only
llm_train_01901,True,True,False,medium,annotator_batch_026.jsonl,clinical_only
llm_train_01902,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01903,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01904,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01905,True,True,False,high,annotator_batch_026.jsonl,clinical_only
llm_train_01906,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01907,True,True,False,high,annotator_batch_026.jsonl,clinical_only
llm_train_01908,True,False,True,high,annotator_batch_026.jsonl,lived_only
llm_train_01909,True,True,False,high,annotator_batch_026.jsonl,clinical_only
llm_train_01910,True,True,False,high,annotator_batch_026.jsonl,clinical_only
llm_train_01911,True,True,False,high,annotator_batch_026.jsonl,clinical_only
llm_train_01912,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01913,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01914,False,,,high,annotator_batch_026.jsonl,non_substantive_or_insufficient
llm_train_01915,True,True,False,high,annotator_batch_026.jsonl,clinical_only
llm_train_01916,True,True,False,high,annotator_batch_026.jsonl,clinical_only
llm_train_01917,True,False,True,medium,annotator_batch_026.jsonl,lived_only
llm_train_01918,True,True,False,medium,annotator_batch_026.jsonl,clinical_only
