analysis_unit,frame_stratum,frame_label,period,period_order,period_start,period_end,rank,lsc_year,doc_id,registered_domain,raw_form,context_source,context_token_count,avg_distance_to_cell_contexts,distance_percentile_in_cell,distance_z_in_cell,cell_breadth_mean_pairwise_distance,cell_contexts,cell_documents,cell_domains,content_word_hints,snippet
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,5,2020,f575195310e47885,hud.ac.uk,autistic,target_sentence,34,0.5423016599006508,0.9993581514762516,9.068007496118373,0.09700297552105575,6232,4329,3681,"classification, technique, achieve, new, semi, supervised, framework, approach","To achieve this, a new semi-supervised ML framework approach called Clustering-based <t>Autistic</t> Trait Classification (CATC) is proposed that uses a clustering technique and validation of the classifiers is done by classification techniques."
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,6,2021,537c221d5321c2b5,diagonalthoughts.com,autistic,target_sentence,8,0.5342379991347096,0.9991976893453145,8.903800102661585,0.09700297552105575,6232,4329,3681,"new, medium, art",This is where new media art becomes <t>autistic</t>.
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,7,2018,888ea6958f19fc23,digibuzz24.net,autistic,target_sentence,36,0.5116507159919474,0.9990372272143774,8.443835454122638,0.09700297552105575,6232,4329,3681,"seductive, strategy, mean, literally, idea, term, memetic, evolution","I mean, literally, it’s a seductive idea, ie in terms of memetic evolution, we may worry it is optimized for a seductive/creative strategy for reproduction, rather than the boring <t>autistic</t> “is actually true” strategy."
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,8,2019,8cee358a82125570,schealthcarevoices.org,autism,target_sentence,31,0.4847875515624047,0.9988767650834403,7.896797286345567,0.09700297552105575,6232,4329,3681,"child, accord, early, project, aba, therapy, crucial, help","According to the Early <t>Autism</t> Project, ABA therapies are crucial for children on the Autism Spectrum, by helping these children learn to manage their behavior and cultivate basic and complex skills."
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,9,2018,b392082a55275eb9,eu-aims.eu,autism,target_sentence,24,0.4731769720625705,0.9987163029525032,7.660360877184688,0.09700297552105575,6232,4329,3681,"example, incorporate, patient, organization, europe, cost, network, early","For example we incorporate the patient organization <t>Autism</t> Europe, the COST network in early autism science (40 scientists from over 20 countries (http://www."
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,10,2020,e17b8fc5ea6986e0,medium.com,autistic,target_sentence,92,0.4563029161255906,0.9985558408215661,7.3167396829302325,0.09700297552105575,6232,4329,3681,"academic, insult, fragile, nassim, follow, butt, exchange, interested","... ote of his not-at-all scientific-but-rather-popular output; he didn’t even intend or realise the nature of the insult because he comes across as borderline <t>autistic</t>; and even aside from all of this dubious ethics, he hasn’t even understood the material."
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,1,2022,2ac8cdbe7233aa8a,youngscientistlab.com,autistic,target_sentence,13,0.5682994358285838,1.0,10.16746750342245,0.09578444601851188,4313,2918,2421,"wireless, wearable, customizable, electronic, solution, predict, prevent, meltdowns","A Wireless, Wearable and Customizable Electronic Solution to Predict and Prevent <t>Autistic</t> Meltdowns."
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,2,2023,cbb34f0695ef3d97,akarlin.com,autistic,target_sentence,42,0.5210204962463438,0.9997681428240204,9.150130292613714,0.09578444601851188,4313,2918,2421,"actually, impress, observation, jinping, skeptical, capability, armed, force",I am actually impressed by the observation that Xi Jinping is skeptical about the capabilities of his own armed forces and constantly disses them as the “Two Inabilities” and the “Five Incapables” even if it occurs in that <t>autistic</t> numerical CPC manner.
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,3,2022,8d58b6d89d449260,iberianamerica.com,autism,target_sentence,27,0.5192837184462458,0.9995362856480408,9.112758712401494,0.09578444601851188,4313,2918,2421,"extreme, use, word, american, bring, september, day, pass","Putting aside their extreme <t>autism</t> over our use of the word ""American,"" you always have someone who brings up ""the other September 11"" whenever that day passes."
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,4,2022,13890c0f7d430200,reverserett.org,autism,target_sentence,47,0.4724643301008329,0.9993044284720612,8.10531001807871,0.09578444601851188,4313,2918,2421,"wang, vice, president, speaks, developmental, behavioral, pediatrician, care","Wang, who is a former Vice President of <t>Autism</t> Speaks, is a developmental-behavioral pediatrician who has cared for children with autism and associated genetic diagnosis, led a research lab, and designed and directed some of the largest studies of treat ..."
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,5,2022,d1026aa24f7a97d2,centraljersey.com,autism,target_sentence,35,0.45212529362320697,0.9990725712960816,7.667659368053177,0.09578444601851188,4313,2918,2421,"eden, announce, return, princeton, lecture, series, lineup, lead","Eden <t>Autism</t> has announced the return of the Princeton Lecture Series along with a lineup of leading research and medical professional guest speakers who will present during “Neurobiology and Autism: Genetics, Comorbidities, and Dual Diagnosis."
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,6,2025,c95d5b5a94e5e379,wonderwayaba.com,autism_spectrum,target_sentence,16,0.4472663456369437,0.998840714120102,7.56310565691904,0.09578444601851188,4313,2918,2421,"aba, therapy, help, kid, develop, valuable, skill, minimize",ABA therapy has helped kids across the <t>autism spectrum</t> develop valuable skills and minimize undesired behaviors.
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,7,2023,e49e0a1692e13625,indiatechnologynews.in,autism,target_sentence,38,0.4405994883872283,0.9986088569441224,7.419649775310535,0.09578444601851188,4313,2918,2421,"india, nagarro, partner, action, pioneer, organization, disorder, south","Nagarro has partnered with Action for <t>Autism</t>, a pioneering organization for Autism Spectrum Disorder in South Asia, and Atypical Advantage, India’s largest inclusive platform for the employment of Persons with Disabilities (PwD), to launch TestingPro in ..."
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,8,2024,a33e08eccebb5207,therapysolutionsforkids.com,autism_spectrum,target_sentence,17,0.4280284832053556,0.9983769997681429,7.149149813556049,0.09578444601851188,4313,2918,2421,"matter, child, provide, learn, environment, need","No matter where your child is on the <t>autism spectrum</t>, we provide the learning environment they need!"
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,9,2025,0215e7e80e25961d,crossrivertherapy.com,autism,target_sentence,28,0.4131820540408415,0.9981451425921632,6.829687808482443,0.09578444601851188,4313,2918,2421,"complex, need, refer, extensive, array, challenge, face, individual","Complex needs in <t>autism</t> refer to the extensive array of challenges faced by individuals with Autism Spectrum Disorder (ASD), particularly those at the severe end of the spectrum."
Autism,clinical_only,Clinical,2022-2026,3,2022,2026,10,2022,fb12631bb93ae3a2,autismspeaks.org,autism,target_sentence_plus_adjacent,65,0.4056707372986853,0.9979132854161836,6.668061044187655,0.09578444601851188,4313,2918,2421,"florida, testing, group, home, disability, staff, speaks, individual","Florida issues new COVID-19 testing requirement for group home staff <t>Autism</t> Speaks commends Florida for vital testing rules for staff of group homes for individuals with developmental and/or intellectual disabilities. Recently, Autism Speaks urged Gov. ..."
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,1,2016,fc2fb424312efd65,therightstuff.biz,autistic,target_sentence,18,0.6579266872913117,1.0,8.912331184963193,0.10204741453298449,4785,3568,2825,"need, point, exact, coordinate, border",There is no need to get too <t>autistic</t> at this point about the exact coordinates of the border.
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,2,2014,b8bef4c3f48c87e3,imdb.com,autistic,target_sentence,54,0.5873189923493258,0.999791013584117,7.780288325355776,0.10204741453298449,4785,3568,2825,"minus, point, excessive, grotesque, sake, image, coen, brother","... for its own sake images that Coen brothers have taken to enjoy shoving at their audience, the whole writing/directing team's <t>autistic</t> preoccupation with banal and boring baddies, and the minimization of the true driving force of Fargo, the far more inte ..."
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,3,2016,039b5c8ca70ddde0,diamondhoggers.com,autistic,target_sentence,42,0.5865850217360905,0.9995820271682341,7.7685206817220696,0.10204741453298449,4785,3568,2825,"sucker, baseball, mets, era, watch, lot, youtube, minute","Since I’m a sucker for 80’s baseball and the Mets in that era; I have watched a lot of these shows on YouTube because I’m like <t>autistic</t> about it, and it is like a few minutes of time travel."
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,4,2016,afd8e255ed899b66,mcgintyvaluations.com,autism,target_sentence,12,0.5699402481940923,0.9993730407523511,7.501657458761974,0.10204741453298449,4785,3568,2825,"tailor, available, god, john",tailor has shown in the available <t>Autism</t> of God( John 14:6).
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,5,2016,cd4da8a5eeee7039,washingtonpost.com,autistic,target_sentence,14,0.566644583206759,0.9991640543364682,7.448818543405309,0.10204741453298449,4785,3568,2825,"israeli, military, elite, unit, embrace, skill, interpret, aerial","” Indeed, the Israeli military elite unit 9900 embraces <t>autistic</t> skills at interpreting aerial photographs."
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,6,2014,4d57f3dfb7545ae1,tgstation13.org,autistic,target_sentence,17,0.5615559382388309,0.9989550679205852,7.367233041913533,0.10204741453298449,4785,3568,2825,"sound, warn, label, properly, teach, basic, high, school",Sorry for sounding <t>autistic</t> but aren't those warning labels properly taught in basic high school chemistry?
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,7,2017,c29c7cf50a4b1d07,peepstv.org,autism,target_sentence,21,0.5552395058709296,0.9987460815047022,7.265962604376224,0.10204741453298449,4785,3568,2825,"channel, austin, producer, media, today, announce, launch, new","AUSTIN, TX – The producers at <t>Autism</t> Media Channel have today announced the launch of a new Roku channel called Peeps TV."
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,8,2015,4274228b96eb7092,cellofun.eu,autistic,target_sentence,19,0.5455383452973283,0.9985370950888193,7.110425313911299,0.10204741453298449,4785,3568,2825,"primitive, system, function, exclusively, simple, binary, logic, stop",Only the most primitive systems function exclusively with a simple <t>autistic</t> binary logic of “yes/no” or “stop/go”.
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,9,2015,d53cde74294d8479,conspiracydoctor.com,autistic,target_sentence,10,0.5450778055717316,0.9983281086729363,7.103041547760093,0.10204741453298449,4785,3568,2825,"love, story, pathetic, feel","o… My first love stories were pathetic, I felt <t>autistic</t>."
Autism,lived_only,Lived experience,2014-2017,1,2014,2017,10,2014,1e2d7ddffc993022,charitablegiftgiving.com,autism,target_sentence,59,0.5395462647444071,0.9981191222570532,7.01435516164673,0.10204741453298449,4785,3568,2825,"national, children, society, toy, great, supporter, multiple, charity","... ties that benefit children with needs, including their own Toys R Us Children’s Fund, the American Society for Deaf Children, <t>Autism</t> Speaks, National Center for Learning Disabilities, National Down Syndrome Society, Spina Bifida Association, Hollyrod Fo ..."
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,1,2019,da72b439d0160425,sportwitness.co.uk,autistic,target_sentence,30,0.6080549604148533,1.0,8.148188431867977,0.10429148107505004,4218,3197,2823,"point, dugarry, decide, interject, help, friend, way, treat","” At this point, Dugarry decided to interject to help out his friend, by saying: “It’s the way he treats people, journalists, it’s a bit <t>autistic</t>, isn’t it?"
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,2,2020,40f1f611dde64089,dername.tk,autistic,target_sentence,60,0.5804049886421212,0.999407302038881,7.700960338963524,0.10429148107505004,4218,3197,2823,"finance, thousand, misguided, attempt, understand, world, high, thing","But out of all of those tens of thousands of misguided, <t>autistic</t> attempts at understanding the world of high finance, one thing gets so consistently - so *emphatically* - fucked up and misunderstood by you retards that last night I felt obligated at the ..."
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,3,2020,09e91111976ea54a,ciosquawsor.tk,autistic,target_sentence,60,0.5804049886421212,0.999407302038881,7.700960338963524,0.10429148107505004,4218,3197,2823,"finance, thousand, misguided, attempt, understand, world, high, thing","But out of all of those tens of thousands of misguided, <t>autistic</t> attempts at understanding the world of high finance, one thing gets so consistently - so *emphatically* - fucked up and misunderstood by you retards that last night I felt obligated at the ..."
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,4,2020,5965ac827a06d797,fastmining.pw,autistic,target_sentence,60,0.5804049886421212,0.999407302038881,7.700960338963524,0.10429148107505004,4218,3197,2823,"finance, thousand, misguided, attempt, understand, world, high, thing","But out of all of those tens of thousands of misguided, <t>autistic</t> attempts at understanding the world of high finance, one thing gets so consistently - so *emphatically* - fucked up and misunderstood by you retards that last night I felt obligated at the ..."
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,5,2020,8b144da2bac716aa,santyacomlafastnis.tk,autistic,target_sentence,60,0.5804049886421212,0.999407302038881,7.700960338963524,0.10429148107505004,4218,3197,2823,"finance, thousand, misguided, attempt, understand, world, high, thing","But out of all of those tens of thousands of misguided, <t>autistic</t> attempts at understanding the world of high finance, one thing gets so consistently - so *emphatically* - fucked up and misunderstood by you retards that last night I felt obligated at the ..."
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,6,2018,3ba10f7a9b6050d5,filetransit.com,autism,target_sentence,63,0.5586419579896185,0.998814604077762,7.348951346891479,0.10429148107505004,4218,3197,2823,"social, story, download, emotion, feeling, company, touch, date","3 Company: Touch <t>Autism</t> Date Added: November 10, 2012 | Visits: 110 Emotions and Feelings Autism Social Story Full screenshot Report Broken Link Printer Friendly Version Product Homepage Download (7 downloads) This app includes a social story about diff ..."
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,7,2019,ea91f2422ebd2ef7,bra-fitter.info,autistic,target_sentence,17,0.5393102553761843,0.9985775248933144,7.036268188895332,0.10429148107505004,4218,3197,2823,"game, specific, video, idea, open, world, set, nazi",Our very specific <t>autistic</t> video game ideas: Open world game set in Nazi Germany where you play….
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,8,2019,e0e168fa82f38aab,drumcafe.nl,autistic,target_sentence,12,0.533047590997731,0.9983404457088667,6.934971902971509,0.10429148107505004,4218,3197,2823,"man, tap, drum",It’s not every man for himself tapping <t>autistic</t> on the drum.
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,9,2018,d8b4f5b72085de9d,brescia.edu,autistic,target_sentence,21,0.5307948670346934,0.9981033665244191,6.898534923935492,0.10429148107505004,4218,3197,2823,"describe, internet, culture, support, difficult, time, profoundly, world",He described the Internet as “a culture that supported each other through the difficult times in this profoundly non-<t>autistic</t> world.
Autism,lived_only,Lived experience,2018-2021,2,2018,2021,10,2018,e4e20588c909e3c8,controlaltenergy.com,autistic,target_sentence,31,0.5211732924281403,0.9978662873399715,6.742909504228185,0.10429148107505004,4218,3197,2823,"bring, spam, weekend, step, wise, basic, slide, variety","spam weekends by step-wise basic slides bring at the variety of the education, where it is required in the high owner, and where it looks <t>autistic</t> to bring in feedback."
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,1,2024,61be82bf8a22830c,richardlittler.com,autistic,target_sentence,24,0.5533662799492585,1.0,8.391787801813152,0.09694546000222293,3031,2303,2053,"life, pop, art, exhaustive, archive, ludicrously, time, consume","Part still life, part Pop Art, part exhaustive archive, it was ludicrously time consuming (and possibly the most <t>autistic</t> thing I have ever done)."
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,2,2022,1ffbc1efd6bb7b66,boobingit.com,autism,target_sentence,34,0.5417624811177215,0.999670075882547,8.17843947668529,0.09694546000222293,3031,2303,2053,"review, publish, cover, experience, mother, lead, aimee, grant","The review, published in <t>Autism</t> covered the experiences of more than 300 Autistic mothers and was led by Dr Aimee Grant from Swansea University’s Centre for Lactation, Infant Feeding and Translational Research (LIFT)."
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,3,2022,bef0e466d8c29c1f,lolcow.farm,autistic,target_sentence,27,0.5326897320136785,0.999340151765094,8.011627223753763,0.09694546000222293,3031,2303,2053,"deeply, ask, clarify, intention, instead, jump, conclusion, feel","One was deeply <t>autistic</t> and would never ask me to clarify my intentions, instead jumping to conclusions about how I felt and stating them as absolute fact."
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,4,2022,fca8069e7605c613,podbean.com,autistic,target_sentence,19,0.5178533778658504,0.999010227647641,7.738844891485109,0.09694546000222293,3031,2303,2053,"push, obvious, seek, theme, concern, film, cinematic",We push beyond the obvious and seek out <t>autistic</t> themes and concerns in films from across the cinematic spectrum.
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,5,2022,e4a8276c7eac2cf9,wwlp.com,autistic,target_sentence,59,0.5165114669062003,0.9986803035301881,7.714172414835999,0.09694546000222293,3031,2303,2053,"maybe, continue, arm, flap, high, register, voice, case","... aybe using a high register of voice – in some cases you might see that as aggression, but if you know that that’s a sign of somebody just having an exciting moment that’s <t>autistic</t>, that’s going to change how you handle the next step of that interaction."
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,6,2025,89e621376d9c480a,tashangame.online,autism,target_sentence,13,0.4983949872166973,0.9983503794127351,7.381081445655826,0.09694546000222293,3031,2303,2053,"impulsive, decision, cost, play, strategy","Impulsive decisions will cost you many , and thus, always play with <t>autism</t> & strategy."
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,7,2025,4b127a3248f1a2da,autismeastmidlands.org.uk,autism,target_sentence,58,0.4911958891777345,0.998020455295282,7.248718283268897,0.09694546000222293,3031,2303,2053,"week, apprentice, jacob, soons, marketing, blog, august, share","... ng Apprentice by Jacob Soons - Blog August 21, 2025 Apprentice Jacob Soons shares his experiences from his first two weeks at <t>Autism</t> East Midlands Hi, I am Jacob Soons, I am 20 years old, and I am nearing the end of my first two weeks as a Marketing and ..."
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,8,2023,2547b46be1fb6f08,myautistictherapist.com,autistic,target_sentence,23,0.47999646833743737,0.9976905311778291,7.0428048825483,0.09694546000222293,3031,2303,2053,"funny, extreme, way, living, actually, cause, think",What’s funny is that this very <t>autistic</t> extreme way of living is actually what caused me NOT to think I was autistic.
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,9,2022,a0bb4fb7fd271ce7,charleston-rotary.org,autism,target_sentence,25,0.47893673360240463,0.9973606070603761,7.023320519359878,0.09694546000222293,3031,2303,2053,"lowcountry, commit, enhance, life, individual, disorder, family, individually","Lowcountry <t>Autism</t> is committed to enhancing the lives of individuals with Autism Spectrum Disorder and their families through individually designed programming, advocacy, and awareness efforts."
Autism,lived_only,Lived experience,2022-2026,3,2022,2026,10,2023,36141d26992a1665,iacat.me,autistic,target_sentence,33,0.46490845443658757,0.9970306829429231,6.765395514979503,0.09694546000222293,3031,2303,2053,"mild, perception, human, world, city, crowd, suddenly, burden","My mild <t>autistic</t> perception of humans, the world, cities, and crowds, suddenly is not a burden or weakness, but a power and strength that I can use, and rely on in the wild."
